date,Team_1,Team_2,Winner,Margin,Ground
8/18/2009,Zimbabwe,Bangladesh,Bangladesh,5 wickets,Bulawayo
10/27/2009,Bangladesh,Zimbabwe,Zimbabwe,5 wickets,Dhaka
10/29/2009,Bangladesh,Zimbabwe,Bangladesh,7 wickets,Dhaka
10/31/2009,Bangladesh,Zimbabwe,Bangladesh,4 wickets,Dhaka
11/3/2009,Bangladesh,Zimbabwe,Bangladesh,6 wickets,Chattogram
11/5/2009,Bangladesh,Zimbabwe,Bangladesh,1 wickets,Chattogram
1/4/2010,Bangladesh,Sri Lanka,Sri Lanka,7 wickets,Dhaka
1/7/2010,Bangladesh,India,India,6 wickets,Dhaka
1/8/2010,Bangladesh,Sri Lanka,Sri Lanka,9 wickets,Dhaka
1/11/2010,Bangladesh,India,India,6 wickets,Dhaka
2/5/2010,New Zealand,Bangladesh,New Zealand,146 runs,Napier
2/8/2010,New Zealand,Bangladesh,New Zealand,5 wickets,Dunedin
2/11/2010,New Zealand,Bangladesh,New Zealand,3 wickets,Christchurch
2/28/2010,Bangladesh,England,England,6 wickets,Dhaka
3/2/2010,Bangladesh,England,England,2 wickets,Dhaka
3/5/2010,Bangladesh,England,England,45 runs,Chattogram
6/16/2010,Bangladesh,India,India,6 wickets,Dambulla
6/18/2010,Sri Lanka,Bangladesh,Sri Lanka,126 runs,Dambulla
6/21/2010,Bangladesh,Pakistan,Pakistan,139 runs,Dambulla
7/8/2010,England,Bangladesh,England,6 wickets,Nottingham
7/10/2010,England,Bangladesh,Bangladesh,5 runs,Bristol
7/12/2010,England,Bangladesh,England,144 runs,Birmingham
7/15/2010,Ireland,Bangladesh,Ireland,7 wickets,Belfast
7/16/2010,Ireland,Bangladesh,Bangladesh,6 wickets,Belfast
7/19/2010,Scotland,Bangladesh,Scotland,-,Glasgow
7/20/2010,Bangladesh,Netherlands,Netherlands,6 wickets,Glasgow
10/5/2010,Bangladesh,New Zealand,Bangladesh,9 runs,Dhaka
10/8/2010,Bangladesh,New Zealand,New Zealand,-,Dhaka
10/11/2010,Bangladesh,New Zealand,Bangladesh,7 wickets,Dhaka
10/14/2010,Bangladesh,New Zealand,Bangladesh,9 runs,Dhaka
10/17/2010,Bangladesh,New Zealand,Bangladesh,3 runs,Dhaka
12/1/2010,Bangladesh,Zimbabwe,Zimbabwe,9 runs,Dhaka
12/3/2010,Bangladesh,Zimbabwe,Bangladesh,6 wickets,Dhaka
12/6/2010,Bangladesh,Zimbabwe,Bangladesh,65 runs,Dhaka
12/10/2010,Bangladesh,Zimbabwe,Zimbabwe,-,Chattogram
12/12/2010,Bangladesh,Zimbabwe,Bangladesh,6 wickets,Chattogram
2/19/2011,Bangladesh,India,India,87 runs,Dhaka
2/25/2011,Bangladesh,Ireland,Bangladesh,27 runs,Dhaka
3/4/2011,Bangladesh,West Indies,West Indies,9 wickets,Dhaka
3/11/2011,Bangladesh,England,Bangladesh,2 wickets,Chattogram
3/14/2011,Bangladesh,Netherlands,Bangladesh,6 wickets,Chattogram
3/19/2011,Bangladesh,South Africa,South Africa,206 runs,Dhaka
4/9/2011,Bangladesh,Australia,Australia,60 runs,Dhaka
4/11/2011,Bangladesh,Australia,Australia,9 wickets,Dhaka
4/13/2011,Bangladesh,Australia,Australia,66 runs,Dhaka
8/12/2011,Zimbabwe,Bangladesh,Zimbabwe,4 wickets,Harare
8/14/2011,Zimbabwe,Bangladesh,Zimbabwe,7 wickets,Harare
8/16/2011,Zimbabwe,Bangladesh,Zimbabwe,5 runs,Harare
8/19/2011,Zimbabwe,Bangladesh,Bangladesh,6 wickets,Bulawayo
8/21/2011,Zimbabwe,Bangladesh,Bangladesh,93 runs,Bulawayo
10/13/2011,Bangladesh,West Indies,West Indies,40 runs,Dhaka
10/15/2011,Bangladesh,West Indies,West Indies,8 wickets,Dhaka
10/18/2011,Bangladesh,West Indies,Bangladesh,8 wickets,Chattogram
12/1/2011,Bangladesh,Pakistan,Pakistan,5 wickets,Dhaka
12/3/2011,Bangladesh,Pakistan,Pakistan,76 runs,Dhaka
12/6/2011,Bangladesh,Pakistan,Pakistan,58 runs,Chattogram
3/11/2012,Bangladesh,Pakistan,Pakistan,21 runs,Dhaka
3/16/2012,Bangladesh,India,Bangladesh,5 wickets,Dhaka
3/20/2012,Bangladesh,Sri Lanka,Bangladesh,5 wickets,Dhaka
3/22/2012,Bangladesh,Pakistan,Pakistan,2 runs,Dhaka
11/30/2012,Bangladesh,West Indies,Bangladesh,7 wickets,Khulna
12/2/2012,Bangladesh,West Indies,Bangladesh,160 runs,Khulna
12/5/2012,Bangladesh,West Indies,West Indies,4 wickets,Dhaka
12/7/2012,Bangladesh,West Indies,West Indies,75 runs,Dhaka
12/8/2012,Bangladesh,West Indies,Bangladesh,2 wickets,Dhaka
3/23/2013,Sri Lanka,Bangladesh,Sri Lanka,8 wickets,Hambantota
3/25/2013,Sri Lanka,Bangladesh,Sri Lanka,-,Hambantota
3/28/2013,Sri Lanka,Bangladesh,Bangladesh,3 wickets,Pallekele
5/3/2013,Zimbabwe,Bangladesh,Bangladesh,121 runs,Bulawayo
5/5/2013,Zimbabwe,Bangladesh,Zimbabwe,6 wickets,Bulawayo
5/8/2013,Zimbabwe,Bangladesh,Zimbabwe,7 wickets,Bulawayo
10/29/2013,Bangladesh,New Zealand,Bangladesh,43 runs,Dhaka
10/31/2013,Bangladesh,New Zealand,Bangladesh,40 runs,Dhaka
11/3/2013,Bangladesh,New Zealand,Bangladesh,4 wickets,Fatullah
2/17/2014,Bangladesh,Sri Lanka,Sri Lanka,13 runs,Dhaka
2/20/2014,Bangladesh,Sri Lanka,Sri Lanka,61 runs,Dhaka
2/22/2014,Bangladesh,Sri Lanka,Sri Lanka,6 wickets,Dhaka
2/26/2014,Bangladesh,India,India,6 wickets,Fatullah
3/1/2014,Bangladesh,Afghanistan,Afghanistan,32 runs,Fatullah
3/4/2014,Bangladesh,Pakistan,Pakistan,3 wickets,Dhaka
3/6/2014,Bangladesh,Sri Lanka,Sri Lanka,3 wickets,Dhaka
6/15/2014,Bangladesh,India,India,7 wickets,Dhaka
6/17/2014,Bangladesh,India,India,47 runs,Dhaka
6/19/2014,Bangladesh,India,India,-,Dhaka
8/20/2014,West Indies,Bangladesh,West Indies,3 wickets,St George's
8/22/2014,West Indies,Bangladesh,West Indies,177 runs,St George's
8/25/2014,West Indies,Bangladesh,West Indies,91 runs,Basseterre
11/21/2014,Bangladesh,Zimbabwe,Bangladesh,87 runs,Chattogram
11/23/2014,Bangladesh,Zimbabwe,Bangladesh,68 runs,Chattogram
11/26/2014,Bangladesh,Zimbabwe,Bangladesh,124 runs,Dhaka
11/28/2014,Bangladesh,Zimbabwe,Bangladesh,21 runs,Dhaka
12/1/2014,Bangladesh,Zimbabwe,Bangladesh,5 wickets,Dhaka
2/18/2015,Afghanistan,Bangladesh,Bangladesh,105 runs,Canberra
2/21/2015,Australia,Bangladesh,Australia,-,Brisbane
2/26/2015,Bangladesh,Sri Lanka,Sri Lanka,92 runs,Melbourne
3/5/2015,Bangladesh,Scotland,Bangladesh,6 wickets,Nelson
3/9/2015,Bangladesh,England,Bangladesh,15 runs,Adelaide
3/13/2015,New Zealand,Bangladesh,New Zealand,3 wickets,Hamilton
3/19/2015,Bangladesh,India,India,109 runs,Melbourne
4/17/2015,Bangladesh,Pakistan,Bangladesh,79 runs,Dhaka
4/19/2015,Bangladesh,Pakistan,Bangladesh,7 wickets,Dhaka
4/22/2015,Bangladesh,Pakistan,Bangladesh,8 wickets,Dhaka
6/18/2015,Bangladesh,India,Bangladesh,79 runs,Dhaka
6/21/2015,Bangladesh,India,Bangladesh,6 wickets,Dhaka
6/24/2015,Bangladesh,India,India,77 runs,Dhaka
7/10/2015,Bangladesh,South Africa,South Africa,8 wickets,Dhaka
7/12/2015,Bangladesh,South Africa,Bangladesh,7 wickets,Dhaka
7/15/2015,Bangladesh,South Africa,Bangladesh,9 wickets,Chattogram
11/7/2015,Bangladesh,Zimbabwe,Bangladesh,145 runs,Dhaka
11/9/2015,Bangladesh,Zimbabwe,Bangladesh,58 runs,Dhaka
11/11/2015,Bangladesh,Zimbabwe,Bangladesh,61 runs,Dhaka
9/25/2016,Bangladesh,Afghanistan,Bangladesh,7 runs,Dhaka
9/28/2016,Bangladesh,Afghanistan,Afghanistan,2 wickets,Dhaka
10/1/2016,Bangladesh,Afghanistan,Bangladesh,141 runs,Dhaka
10/7/2016,Bangladesh,England,England,21 runs,Dhaka
10/9/2016,Bangladesh,England,Bangladesh,34 runs,Dhaka
10/12/2016,Bangladesh,England,England,4 wickets,Chattogram
12/26/2016,New Zealand,Bangladesh,New Zealand,77 runs,Christchurch
12/29/2016,New Zealand,Bangladesh,New Zealand,67 runs,Nelson
12/31/2016,New Zealand,Bangladesh,New Zealand,8 wickets,Nelson
3/25/2017,Sri Lanka,Bangladesh,Bangladesh,90 runs,Dambulla
3/28/2017,Sri Lanka,Bangladesh,Sri Lanka,-,Dambulla
4/1/2017,Sri Lanka,Bangladesh,Sri Lanka,70 runs,Colombo (SSC)
5/12/2017,Ireland,Bangladesh,Ireland,-,Dublin (Malahide)
5/17/2017,Bangladesh,New Zealand,New Zealand,4 wickets,Dublin
5/19/2017,Ireland,Bangladesh,Bangladesh,8 wickets,Dublin (Malahide)
5/24/2017,Bangladesh,New Zealand,Bangladesh,5 wickets,Dublin
6/1/2017,England,Bangladesh,England,8 wickets,The Oval
6/5/2017,Australia,Bangladesh,Australia,-,The Oval
6/9/2017,Bangladesh,New Zealand,Bangladesh,5 wickets,Cardiff
6/15/2017,Bangladesh,India,India,9 wickets,Birmingham
10/15/2017,South Africa,Bangladesh,South Africa,10 wickets,Kimberley
10/18/2017,South Africa,Bangladesh,South Africa,104 runs,Paarl
10/22/2017,South Africa,Bangladesh,South Africa,200 runs,East London
1/15/2018,Bangladesh,Zimbabwe,Bangladesh,8 wickets,Dhaka
1/19/2018,Bangladesh,Sri Lanka,Bangladesh,163 runs,Dhaka
1/23/2018,Bangladesh,Zimbabwe,Bangladesh,91 runs,Dhaka
1/25/2018,Bangladesh,Sri Lanka,Sri Lanka,10 wickets,Dhaka
1/27/2018,Bangladesh,Sri Lanka,Sri Lanka,79 runs,Dhaka
7/22/2018,West Indies,Bangladesh,Bangladesh,48 runs,Providence
7/25/2018,West Indies,Bangladesh,West Indies,3 runs,Providence
7/28/2018,West Indies,Bangladesh,Bangladesh,18 runs,Basseterre
9/15/2018,Bangladesh,Sri Lanka,Bangladesh,137 runs,Dubai (DSC)
9/20/2018,Afghanistan,Bangladesh,Afghanistan,136 runs,Abu Dhabi
9/21/2018,Bangladesh,India,India,7 wickets,Dubai (DSC)
9/23/2018,Afghanistan,Bangladesh,Bangladesh,3 runs,Abu Dhabi
9/26/2018,Bangladesh,Pakistan,Bangladesh,37 runs,Abu Dhabi
9/28/2018,Bangladesh,India,India,3 wickets,Dubai (DSC)
10/21/2018,Bangladesh,Zimbabwe,Bangladesh,28 runs,Dhaka
10/24/2018,Bangladesh,Zimbabwe,Bangladesh,7 wickets,Chattogram
10/26/2018,Bangladesh,Zimbabwe,Bangladesh,7 wickets,Chattogram
12/9/2018,Bangladesh,West Indies,Bangladesh,5 wickets,Dhaka
12/11/2018,Bangladesh,West Indies,West Indies,4 wickets,Dhaka
12/14/2018,Bangladesh,West Indies,Bangladesh,8 wickets,Sylhet
2/13/2019,New Zealand,Bangladesh,New Zealand,8 wickets,Napier
2/16/2019,New Zealand,Bangladesh,New Zealand,8 wickets,Christchurch
2/20/2019,New Zealand,Bangladesh,New Zealand,88 runs,Dunedin
5/7/2019,Bangladesh,West Indies,Bangladesh,8 wickets,Dublin
5/9/2019,Ireland,Bangladesh,Ireland,-,Dublin (Malahide)
5/13/2019,Bangladesh,West Indies,Bangladesh,5 wickets,Dublin (Malahide)
5/15/2019,Ireland,Bangladesh,Bangladesh,6 wickets,Dublin
5/17/2019,Bangladesh,West Indies,Bangladesh,5 wickets,Dublin (Malahide)
6/2/2019,Bangladesh,South Africa,Bangladesh,21 runs,The Oval
6/5/2019,Bangladesh,New Zealand,New Zealand,2 wickets,The Oval
6/8/2019,England,Bangladesh,England,106 runs,Cardiff
6/11/2019,Bangladesh,Sri Lanka,Sri Lanka,-,Bristol
6/17/2019,Bangladesh,West Indies,Bangladesh,7 wickets,Taunton
6/20/2019,Australia,Bangladesh,Australia,48 runs,Nottingham
6/24/2019,Afghanistan,Bangladesh,Bangladesh,62 runs,Southampton
7/2/2019,Bangladesh,India,India,28 runs,Birmingham
7/5/2019,Bangladesh,Pakistan,Pakistan,94 runs,Lord's
7/26/2019,Sri Lanka,Bangladesh,Sri Lanka,91 runs,Colombo (RPS)
7/28/2019,Sri Lanka,Bangladesh,Sri Lanka,7 wickets,Colombo (RPS)
7/31/2019,Sri Lanka,Bangladesh,Sri Lanka,122 runs,Colombo (RPS)
3/1/2020,Bangladesh,Zimbabwe,Bangladesh,169 runs,Sylhet
3/3/2020,Bangladesh,Zimbabwe,Bangladesh,4 runs,Sylhet
3/6/2020,Bangladesh,Zimbabwe,Bangladesh,123 runs,Sylhet
4/1/2020,Pakistan,Bangladesh,Pakistan,-,Karachi
8/15/2001,Kenya,West Indies,West Indies,106 runs,Nairobi
8/18/2001,Kenya,West Indies,West Indies,6 wickets,Nairobi (Gym)
8/19/2001,Kenya,West Indies,West Indies,7 wickets,Nairobi (Gym)
10/7/2001,South Africa,Kenya,South Africa,7 wickets,Benoni
10/12/2001,India,Kenya,India,10 wickets,Bloemfontein
10/14/2001,South Africa,Kenya,South Africa,9 wickets,Kimberley
10/17/2001,India,Kenya,Kenya,70 runs,Port Elizabeth
10/22/2001,South Africa,Kenya,South Africa,208 runs,Cape Town
10/24/2001,India,Kenya,India,186 runs,Paarl
8/29/2002,Kenya,Pakistan,Pakistan,4 wickets,Nairobi (Gym)
9/1/2002,Kenya,Pakistan,Pakistan,7 wickets,Nairobi (Gym)
9/2/2002,Kenya,Australia,Australia,8 wickets,Nairobi (Gym)
9/5/2002,Kenya,Australia,Australia,5 wickets,Nairobi (Gym)
9/17/2002,Kenya,West Indies,West Indies,29 runs,Colombo (SSC)
9/20/2002,Kenya,South Africa,South Africa,176 runs,Colombo (RPS)
12/8/2002,Zimbabwe,Kenya,Zimbabwe,-,Harare
12/11/2002,Zimbabwe,Kenya,Zimbabwe,47 runs,Kwekwe
12/15/2002,Zimbabwe,Kenya,Zimbabwe,9 wickets,Bulawayo
2/12/2003,South Africa,Kenya,South Africa,10 wickets,Potchefstroom
2/15/2003,Canada,Kenya,Kenya,4 wickets,Cape Town
2/21/2003,Kenya,New Zealand,Kenya,,Nairobi (Gym)
2/24/2003,Kenya,Sri Lanka,Kenya,53 runs,Nairobi (Gym)
3/1/2003,Bangladesh,Kenya,Kenya,32 runs,Johannesburg
3/4/2003,Kenya,West Indies,West Indies,142 runs,Kimberley
3/7/2003,India,Kenya,India,6 wickets,Cape Town
3/12/2003,Kenya,Zimbabwe,Kenya,7 wickets,Bloemfontein
3/15/2003,Australia,Kenya,Australia,5 wickets,Durban
3/20/2003,India,Kenya,India,91 runs,Durban
4/5/2003,Kenya,Zimbabwe,Zimbabwe,5 wickets,Sharjah
4/6/2003,Kenya,Sri Lanka,Sri Lanka,129 runs,Sharjah
4/8/2003,Kenya,Pakistan,Pakistan,143 runs,Sharjah
9/11/2004,India,Kenya,India,98 runs,Southampton
9/14/2004,Kenya,Pakistan,Pakistan,7 wickets,Birmingham
2/25/2006,Zimbabwe,Kenya,Zimbabwe,8 wickets,Bulawayo
2/26/2006,Zimbabwe,Kenya,Kenya,79 runs,Bulawayo
3/1/2006,Zimbabwe,Kenya,Kenya,65 runs,Harare
3/3/2006,Zimbabwe,Kenya,Zimbabwe,109 runs,Harare
3/4/2006,Zimbabwe,Kenya,Zimbabwe,-,Harare
3/17/2006,Bangladesh,Kenya,Bangladesh,131 runs,Bogra
3/20/2006,Bangladesh,Kenya,Bangladesh,9 wickets,Khulna
3/23/2006,Bangladesh,Kenya,Bangladesh,20 runs,Fatullah
3/25/2006,Bangladesh,Kenya,Bangladesh,7 wickets,Fatullah
8/5/2006,Canada,Kenya,Kenya,108 runs,Toronto
8/6/2006,Canada,Kenya,Kenya,5 wickets,Toronto
8/12/2006,Kenya,Bangladesh,Bangladesh,6 wickets,Nairobi (Gym)
8/13/2006,Kenya,Bangladesh,Bangladesh,2 wickets,Nairobi (Gym)
8/15/2006,Kenya,Bangladesh,Bangladesh,6 wickets,Nairobi (Gym)
11/11/2006,Kenya,Bermuda,Kenya,79 runs,Mombasa
11/12/2006,Kenya,Bermuda,Kenya,7 wickets,Mombasa
11/14/2006,Kenya,Bermuda,Kenya,104 runs,Mombasa
1/17/2007,Kenya,Scotland,Kenya,190 runs,Mombasa
1/20/2007,Kenya,Canada,Kenya,,Mombasa
1/21/2007,Kenya,Scotland,Kenya,6 runs,Mombasa
1/24/2007,Kenya,Canada,Canada,69 runs,Mombasa
1/29/2007,Kenya,Bermuda,Kenya,10 wickets,Nairobi (Jaff)
1/31/2007,Kenya,Netherlands,Kenya,7 wickets,Nairobi (Gym)
2/2/2007,Kenya,Ireland,Kenya,1 wickets,Nairobi (Ruaraka)
2/4/2007,Kenya,Scotland,Scotland,77 runs,Nairobi (Gym)
2/5/2007,Kenya,Canada,Kenya,158 runs,Nairobi (Jaff)
2/7/2007,Kenya,Scotland,Kenya,8 wickets,Nairobi (Gym)
3/14/2007,Canada,Kenya,Kenya,7 wickets,Gros Islet
3/20/2007,Kenya,New Zealand,New Zealand,148 runs,Gros Islet
3/24/2007,England,Kenya,England,7 wickets,Gros Islet
10/18/2007,Kenya,Canada,Kenya,4 wickets,Nairobi (Gym)
10/20/2007,Kenya,Canada,Kenya,4 wickets,Nairobi (Gym)
10/25/2007,Kenya,Bermuda,Kenya,8 wickets,Nairobi (Gym)
10/27/2007,Kenya,Bermuda,Kenya,3 wickets,Nairobi (Gym)
10/28/2007,Kenya,Bermuda,Kenya,1 wickets,Nairobi (Gym)
8/12/2008,Scotland,Kenya,Scotland,-,Ayr
8/13/2008,Scotland,Kenya,Scotland,-,Ayr
8/21/2008,Netherlands,Kenya,Netherlands,6 wickets,Rotterdam
8/24/2008,Ireland,Kenya,Ireland,33 runs,Belfast
8/25/2008,Ireland,Kenya,Ireland,-,Belfast
8/27/2008,Ireland,Kenya,Ireland,-,Belfast
10/18/2008,Kenya,Ireland,Ireland,86 runs,Nairobi (Gym)
10/19/2008,Kenya,Zimbabwe,Kenya,95 runs,Nairobi (Gym)
10/22/2008,Kenya,Ireland,Ireland,-,Nairobi (Gym)
10/23/2008,Kenya,Zimbabwe,Zimbabwe,-,Nairobi (Gym)
10/25/2008,Kenya,Zimbabwe,Zimbabwe,-,Nairobi (Gym)
10/31/2008,South Africa,Kenya,South Africa,159 runs,Bloemfontein
11/2/2008,South Africa,Kenya,South Africa,7 wickets,Kimberley
1/27/2009,Kenya,Zimbabwe,Zimbabwe,109 runs,Mombasa
1/29/2009,Kenya,Zimbabwe,Zimbabwe,151 runs,Mombasa
1/31/2009,Kenya,Zimbabwe,Zimbabwe,4 wickets,Nairobi (Gym)
2/1/2009,Kenya,Zimbabwe,Zimbabwe,66 runs,Nairobi (Gym)
2/4/2009,Kenya,Zimbabwe,Zimbabwe,7 wickets,Nairobi (Gym)
4/1/2009,Kenya,Netherlands,Netherlands,7 wickets,Potchefstroom
4/6/2009,Bermuda,Kenya,Kenya,7 wickets,Potchefstroom
4/19/2009,Kenya,Netherlands,Netherlands,6 wickets,Potchefstroom
7/9/2009,Ireland,Kenya,Ireland,3 wickets,Dublin
7/11/2009,Ireland,Kenya,Ireland,52 runs,Dublin
7/12/2009,Ireland,Kenya,Ireland,4 runs,Dublin
8/19/2009,Canada,Kenya,Canada,9 wickets,King City (NW)
8/21/2009,Canada,Kenya,Canada,-,King City (NW)
8/22/2009,Canada,Kenya,Canada,-,King City (NW)
8/23/2009,Canada,Kenya,Canada,-,King City (NW)
10/12/2009,Zimbabwe,Kenya,Zimbabwe,91 runs,Harare
10/13/2009,Zimbabwe,Kenya,Zimbabwe,86 runs,Harare
10/15/2009,Zimbabwe,Kenya,Kenya,20 runs,Harare
10/17/2009,Zimbabwe,Kenya,Zimbabwe,6 wickets,Harare
10/18/2009,Zimbabwe,Kenya,Zimbabwe,142 runs,Harare
2/16/2010,Kenya,Netherlands,Kenya,6 wickets,Nairobi (Gym)
2/18/2010,Kenya,Netherlands,Netherlands,80 runs,Nairobi (Gym)
7/1/2010,Ireland,Kenya,Ireland,7 wickets,Rotterdam
7/3/2010,Netherlands,Kenya,Netherlands,117 runs,The Hague
7/5/2010,Afghanistan,Kenya,Afghanistan,1 wickets,Amstelveen
7/7/2010,Kenya,Scotland,Scotland,6 runs,Rotterdam
7/9/2010,Canada,Kenya,Canada,6 wickets,Schiedam
7/10/2010,Canada,Kenya,Canada,3 wickets,Schiedam
10/7/2010,Kenya,Afghanistan,Kenya,92 runs,Nairobi (Gym)
10/9/2010,Kenya,Afghanistan,Afghanistan,6 wickets,Nairobi (Gym)
10/11/2010,Kenya,Afghanistan,Kenya,8 wickets,Nairobi (Gym)
2/20/2011,Kenya,New Zealand,New Zealand,10 wickets,Chennai
2/23/2011,Kenya,Pakistan,Pakistan,205 runs,Hambantota
3/1/2011,Sri Lanka,Kenya,Sri Lanka,9 wickets,Colombo (RPS)
3/7/2011,Canada,Kenya,Canada,5 wickets,Delhi
3/13/2011,Australia,Kenya,Australia,60 runs,Bengaluru
3/20/2011,Kenya,Zimbabwe,Zimbabwe,161 runs,Kolkata
9/12/2011,Netherlands,Kenya,Netherlands,2 wickets,The Hague
9/13/2011,Netherlands,Kenya,Netherlands,4 wickets,The Hague
2/18/2012,Kenya,Ireland,Kenya,7 wickets,Mombasa
2/20/2012,Kenya,Ireland,Ireland,117 runs,Mombasa
3/11/2013,Canada,Kenya,Kenya,6 wickets,ICCA Dubai
3/13/2013,Canada,Kenya,Kenya,6 wickets,ICCA Dubai
6/30/2013,Scotland,Kenya,Scotland,12 runs,Aberdeen
7/2/2013,Scotland,Kenya,Scotland,4 wickets,Aberdeen
10/2/2013,Afghanistan,Kenya,Afghanistan,8 wickets,Sharjah
10/4/2013,Afghanistan,Kenya,Afghanistan,7 wickets,Sharjah
1/23/2014,Kenya,Netherlands,Kenya,4 wickets,Lincoln
1/30/2014,Kenya,Scotland,Scotland,3 wickets,Christchurch
2/10/2003,Zimbabwe,Namibia,Zimbabwe,86 runs,Harare
2/16/2003,Namibia,Pakistan,Pakistan,171 runs,Kimberley
2/19/2003,England,Namibia,England,55 runs,Port Elizabeth
2/23/2003,India,Namibia,India,181 runs,Pietermaritzburg
2/27/2003,Australia,Namibia,Australia,256 runs,Potchefstroom
3/3/2003,Namibia,Netherlands,Netherlands,64 runs,Bloemfontein
4/27/2019,Namibia,Oman,Namibia,145 runs,Windhoek
9/17/2019,U.S.A.,Namibia,U.S.A.,5 wickets,Lauderhill
9/20/2019,U.S.A.,Namibia,Namibia,139 runs,Lauderhill
9/22/2019,Namibia,P.N.G.,Namibia,4 wickets,Lauderhill
9/23/2019,Namibia,P.N.G.,Namibia,27 runs,Lauderhill
1/6/2020,Namibia,U.A.E.,U.A.E.,8 runs,Al Amerat
1/8/2020,Oman,Namibia,Namibia,52 runs,Al Amerat
1/9/2020,Namibia,U.A.E.,U.A.E.,8 wickets,Al Amerat
1/12/2020,Oman,Namibia,Oman,-,Al Amerat
3/29/2020,Namibia,Netherlands,Netherlands,-,Windhoek
3/31/2020,Namibia,Netherlands,Netherlands,-,Windhoek
4/1/2020,Namibia,Netherlands,Netherlands,-,Windhoek
6/13/2006,Ireland,England,England,38 runs,Belfast
8/5/2006,Scotland,Ireland,Ireland,85 runs,Ayr
8/8/2006,Ireland,Netherlands,Netherlands,-,Ayr
1/30/2007,Ireland,Scotland,Scotland,3 wickets,Nairobi (Gym)
1/31/2007,Bermuda,Ireland,Ireland,4 wickets,Nairobi (Jaff)
2/2/2007,Kenya,Ireland,Kenya,1 wickets,Nairobi (Ruaraka)
2/4/2007,Canada,Ireland,Canada,6 wickets,Nairobi (Jaff)
2/5/2007,Ireland,Netherlands,Netherlands,6 runs,Nairobi (Gym)
3/15/2007,Ireland,Zimbabwe,Zimbabwe,-,Kingston
3/17/2007,Ireland,Pakistan,Ireland,3 wickets,Kingston
3/23/2007,West Indies,Ireland,West Indies,8 wickets,Kingston
3/30/2007,England,Ireland,England,48 runs,Providence
4/3/2007,Ireland,South Africa,South Africa,7 wickets,Providence
4/9/2007,Ireland,New Zealand,New Zealand,129 runs,Providence
4/13/2007,Australia,Ireland,Australia,9 wickets,Bridgetown
4/15/2007,Bangladesh,Ireland,Ireland,74 runs,Bridgetown
4/18/2007,Ireland,Sri Lanka,Sri Lanka,8 wickets,St George's
6/23/2007,Ireland,India,India,9 wickets,Belfast
6/24/2007,Ireland,South Africa,South Africa,42 runs,Belfast
7/11/2007,Ireland,Netherlands,Ireland,1 runs,Belfast
7/14/2007,Ireland,West Indies,West Indies,-,Dublin
7/15/2007,Ireland,Scotland,Ireland,23 runs,Belfast
3/18/2008,Bangladesh,Ireland,Bangladesh,8 wickets,Dhaka
3/20/2008,Bangladesh,Ireland,Bangladesh,84 runs,Dhaka
3/22/2008,Bangladesh,Ireland,Bangladesh,79 runs,Dhaka
7/1/2008,Ireland,New Zealand,New Zealand,290 runs,Aberdeen
7/2/2008,Scotland,Ireland,Scotland,5 wickets,Aberdeen
7/28/2008,Ireland,Netherlands,Ireland,7 wickets,Dublin
7/31/2008,Ireland,Scotland,Ireland,7 wickets,Dublin
8/12/2008,Ireland,Canada,Canada,-,Dublin
8/24/2008,Ireland,Kenya,Ireland,33 runs,Belfast
8/25/2008,Ireland,Kenya,Kenya,-,Belfast
8/27/2008,Ireland,Kenya,Kenya,-,Belfast
10/17/2008,Ireland,Zimbabwe,Zimbabwe,156 runs,Nairobi (Gym)
10/18/2008,Kenya,Ireland,Ireland,86 runs,Nairobi (Gym)
10/21/2008,Ireland,Zimbabwe,Zimbabwe,-,Nairobi (Gym)
10/22/2008,Kenya,Ireland,Kenya,-,Nairobi (Gym)
4/1/2009,Ireland,Scotland,Ireland,7 wickets,Benoni
4/6/2009,Canada,Ireland,Ireland,6 wickets,Benoni
4/19/2009,Canada,Ireland,Ireland,9 wickets,Centurion
7/9/2009,Ireland,Kenya,Ireland,3 wickets,Dublin
7/11/2009,Ireland,Kenya,Ireland,52 runs,Dublin
7/12/2009,Ireland,Kenya,Ireland,4 runs,Dublin
8/22/2009,Scotland,Ireland,Ireland,96 runs,Aberdeen
8/23/2009,Scotland,Ireland,Scotland,-,Aberdeen
8/27/2009,Ireland,England,England,3 runs,Belfast
4/15/2010,West Indies,Ireland,West Indies,6 wickets,Kingston
6/17/2010,Ireland,Australia,Australia,39 runs,Dublin
7/1/2010,Ireland,Kenya,Ireland,7 wickets,Rotterdam
7/3/2010,Afghanistan,Ireland,Ireland,39 runs,Rotterdam
7/5/2010,Ireland,Scotland,Ireland,5 wickets,The Hague
7/7/2010,Canada,Ireland,Ireland,5 wickets,Amstelveen
7/9/2010,Netherlands,Ireland,Ireland,39 runs,Amstelveen
7/10/2010,Ireland,Scotland,Ireland,6 wickets,Amstelveen
7/15/2010,Ireland,Bangladesh,Ireland,7 wickets,Belfast
7/16/2010,Ireland,Bangladesh,Bangladesh,6 wickets,Belfast
8/16/2010,Ireland,Netherlands,Ireland,70 runs,Dublin
8/18/2010,Ireland,Netherlands,Ireland,9 wickets,Dublin
9/6/2010,Canada,Ireland,Canada,4 runs,Toronto
9/7/2010,Canada,Ireland,Ireland,92 runs,Toronto
9/26/2010,Zimbabwe,Ireland,Zimbabwe,2 wickets,Harare
